name,num_file,xDim,yDim,m2,num_mics,num_comb,freq,NMSE,SSIM,pattern,p_real,p_predicted,p_previous
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,0,99,0.23101065588095415,0.3334336372025375,[ 3 24 42 56 57],-14.425981908391268,-17.754403352737427,-9.26913681133361
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,0,103,0.20623614589881756,0.23754309902086998,[ 3 24 42 56 57],-16.282914744497255,-18.222153186798096,-11.064090628945083
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,0,107,0.18631022948905474,0.15353175164357674,[ 3 24 42 56 57],-13.859510185866341,-15.196187496185303,-8.04399681378081
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,0,112,0.34569500662208213,0.08512542698934922,[ 3 24 42 56 57],-15.123416290997007,-19.34288263320923,-9.362663135822567
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,0,117,0.19304965171843938,0.17804723734971983,[ 3 24 42 56 57],-14.032163419263417,-16.273986101150513,-8.895610883598883
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,0,122,0.24258888401489245,0.1783859815761038,[ 3 24 42 56 57],-15.481128190814598,-18.83800745010376,-11.442774833942257
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,0,127,0.25557902768610047,0.14815097029172108,[ 3 24 42 56 57],-15.563787287301352,-17.570927143096924,-12.607371801627794
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,0,132,0.22959265685279734,0.17423600061844446,[ 3 24 42 56 57],-12.244505558580329,-12.036689519882202,-5.144598060705059
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,0,138,0.3190343645204558,0.10641885404615277,[ 3 24 42 56 57],-14.725966400500486,-13.624509572982788,-9.341833637725964
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,0,143,0.3110655489242452,0.10819387914487205,[ 3 24 42 56 57],-12.699853695775499,-17.360841035842896,-12.830711812534188
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,0,150,0.39801268944586693,0.11656578209562574,[ 3 24 42 56 57],-12.888078805187728,-19.204211235046387,-10.317479768443354
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,30,0.11576070450731897,0.6531664171130505,[16 27 32 35 61],-20.68486074061603,-23.68173837661743,-20.118545414514397
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,31,0.12849455798639103,0.6096745124593367,[16 27 32 35 61],-21.597599908786037,-24.383387565612793,-20.878152642210924
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,32,0.3079855895852755,0.4077773802838764,[16 27 32 35 61],-23.776292186393974,-29.561035633087158,-25.14323565773321
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,33,0.3099867828490753,0.48213210300855325,[16 27 32 35 61],-23.621684245842584,-29.308767318725586,-26.247674261384518
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,35,0.2770251565216999,0.5219146008654872,[16 27 32 35 61],-22.16831727453258,-27.04413652420044,-22.711063009008537
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,36,0.04709695176673985,0.8541477869154723,[16 27 32 35 61],-17.028961862129375,-17.06575036048889,-13.530425522305514
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,38,0.1368257450677391,0.6429180681688368,[16 27 32 35 61],-19.965322057330233,-18.601609468460083,-15.86427837261798
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,40,0.10909465747615123,0.5687448831092543,[16 27 32 35 61],-18.363949640099943,-18.706135749816895,-15.792299977158233
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,41,0.1152174401890454,0.5150662315396279,[16 27 32 35 61],-17.29328393695424,-17.386581897735596,-13.358139586945006
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,43,0.156174461047727,0.4115613925510152,[16 27 32 35 61],-16.957698445537776,-18.25862407684326,-15.277371702539496
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,45,0.21267242138434342,0.33221679266948634,[16 27 32 35 61],-20.005193533473115,-22.26539134979248,-16.583254830807114
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,47,0.17983085400916157,0.21957951599142675,[16 27 32 35 61],-20.208043963970084,-21.481680870056152,-15.953257786391454
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,49,0.2518234605102445,0.185217268110181,[16 27 32 35 61],-17.47467398387738,-19.502476453781128,-14.207275644497344
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,51,0.3134475854860335,0.290133293620171,[16 27 32 35 61],-16.16028544150317,-19.150428771972656,-13.926178197463308
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,53,0.3135903745368722,0.38432345731939155,[16 27 32 35 61],-16.043908523960983,-18.8101065158844,-13.323522002732929
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,55,0.3465237502649463,0.29364959117503436,[16 27 32 35 61],-16.358657771178013,-17.91122317314148,-12.103194364132113
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,58,0.4461177804717948,0.167786940716393,[16 27 32 35 61],-16.751616436193117,-16.637821197509766,-10.039769954106161
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,60,0.4274273814950537,0.23347439741707132,[16 27 32 35 61],-16.682745416989267,-16.44379734992981,-9.802725561871075
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,63,0.406975618032415,0.40176497826316016,[16 27 32 35 61],-16.76311304570929,-17.956748008728027,-12.168019662125305
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,65,0.2909884582106798,0.47679776284025593,[16 27 32 35 61],-17.334510579479613,-20.528054237365723,-14.704789588507838
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,68,0.41159652865428453,0.23633410864891743,[16 27 32 35 61],-17.384850696682086,-21.802783012390137,-16.003788951946383
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,71,0.39497489673806563,0.07690744193352182,[16 27 32 35 61],-16.979723269904447,-21.84046506881714,-16.693916030421796
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,74,0.3183088032956893,0.12094873224452098,[16 27 32 35 61],-15.668433998063742,-19.876617193222046,-13.840937560171936
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,77,0.3599915967794717,0.3194547584530385,[16 27 32 35 61],-16.969378095571802,-22.154757976531982,-15.039448597104446
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,80,0.11547518036214512,0.5705454926929393,[16 27 32 35 61],-13.506834906029258,-13.732845783233643,-8.40887123075775
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,84,0.19322572331622145,0.4301499205177427,[16 27 32 35 61],-12.128872230807952,-12.9812490940094,-7.131929374424227
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,87,0.255447848257284,0.16263726729982594,[16 27 32 35 61],-12.172463784155669,-13.106683492660522,-8.869504197024813
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,91,0.31020166743967026,0.1950608939690837,[16 27 32 35 61],-15.25754379309208,-18.313109874725342,-13.100789510312163
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,95,0.1895152242124795,0.1147850397016159,[16 27 32 35 61],-13.500235258571225,-14.012510776519775,-11.198977780606661
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,99,0.2177780374287069,0.2271861328021751,[16 27 32 35 61],-14.425981908391268,-13.65456223487854,-8.196884945099786
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,103,0.24455719150818664,0.21793322102810608,[16 27 32 35 61],-16.282914744497255,-16.08208417892456,-9.436575565451749
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,107,0.20920574696632313,0.17052960559613206,[16 27 32 35 61],-13.859510185866341,-13.683278560638428,-7.6595476632201995
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,112,0.28717434204554776,0.08603388403275687,[16 27 32 35 61],-15.123416290997007,-17.894068956375122,-8.808960300504495
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,117,0.22551492174780152,0.1273261700606135,[16 27 32 35 61],-14.032163419263417,-14.343767166137695,-11.322526483463992
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,122,0.20738298579789924,0.185974094923854,[16 27 32 35 61],-15.481128190814598,-16.63224220275879,-10.380671026167397
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,127,0.2767278615146782,0.13877936521626666,[16 27 32 35 61],-15.563787287301352,-15.128782987594604,-9.37248334476101
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,132,0.2532888632097173,0.1462167925114395,[16 27 32 35 61],-12.244505558580329,-14.971563816070557,-10.476491540403774
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,138,0.25847662069481225,0.11771545842638163,[16 27 32 35 61],-14.725966400500486,-15.934444665908813,-11.325344955105228
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,143,0.3415202990154001,0.1244885222451484,[16 27 32 35 61],-12.699853695775499,-17.90740728378296,-12.389636773062094
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,1,150,0.2648268744179748,0.13027563824499347,[16 27 32 35 61],-12.888078805187728,-12.33149528503418,-6.721190087322278
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,30,0.06806532707216181,0.6592072523445506,[ 8 16 27 43 53],-20.68486074061603,-22.132704257965088,-18.112465694916487
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,31,0.15718119255377358,0.45503070465154805,[ 8 16 27 43 53],-21.597599908786037,-24.245195388793945,-20.172581820035546
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,32,0.42050152215524256,0.24725029898215295,[ 8 16 27 43 53],-23.776292186393974,-30.28452157974243,-27.514251098416516
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,33,0.4541243074362744,0.29929806797853814,[ 8 16 27 43 53],-23.621684245842584,-30.841104984283447,-26.25397511418746
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,35,0.3023262623545539,0.46103251745966173,[ 8 16 27 43 53],-22.16831727453258,-27.14587688446045,-21.295148568696444
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,36,0.021929381659258323,0.8763015712862677,[ 8 16 27 43 53],-17.028961862129375,-17.74165630340576,-13.06153171539075
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,38,0.14398106440499003,0.5665734526109693,[ 8 16 27 43 53],-19.965322057330233,-20.344903469085693,-17.598820803646383
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,40,0.18200711955193824,0.4368714626866764,[ 8 16 27 43 53],-18.363949640099943,-17.85829782485962,-13.235734086045142
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,41,0.1397724861942354,0.5088082007910872,[ 8 16 27 43 53],-17.29328393695424,-16.506510972976685,-11.0900669586036
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,43,0.17331687106545166,0.4446701556776859,[ 8 16 27 43 53],-16.957698445537776,-16.673922538757324,-10.521892289930538
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,45,0.1968926862061473,0.42550553622258924,[ 8 16 27 43 53],-20.005193533473115,-19.515608549118042,-12.357551815112942
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,47,0.12165880344738625,0.3658383506078806,[ 8 16 27 43 53],-20.208043963970084,-20.912060737609863,-13.646198416195022
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,49,0.13341815543984678,0.3729831522452481,[ 8 16 27 43 53],-17.47467398387738,-18.727211952209473,-11.743732622803664
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,51,0.1628956049190096,0.3570052533976694,[ 8 16 27 43 53],-16.16028544150317,-17.417843341827393,-9.940690848649831
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,53,0.15470364961090285,0.36224405148253935,[ 8 16 27 43 53],-16.043908523960983,-17.748863697052002,-9.480108067376152
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,55,0.2406462778920515,0.19723386857625047,[ 8 16 27 43 53],-16.358657771178013,-16.675904989242554,-9.247872373910193
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,58,0.317664491216998,0.2504461891631482,[ 8 16 27 43 53],-16.751616436193117,-16.473114490509033,-8.022735915672513
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,60,0.3326643750603389,0.282558384696405,[ 8 16 27 43 53],-16.682745416989267,-15.88593602180481,-7.772345643412745
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,63,0.35089719103960887,0.4606411169291413,[ 8 16 27 43 53],-16.76311304570929,-16.54475688934326,-8.958357717985976
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,65,0.25057488789207055,0.4776377971141591,[ 8 16 27 43 53],-17.334510579479613,-16.77646279335022,-9.712459621948783
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,68,0.14021147806860892,0.4973554744833629,[ 8 16 27 43 53],-17.384850696682086,-17.14075207710266,-10.867393724560966
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,71,0.23404538953534648,0.38596975446553655,[ 8 16 27 43 53],-16.979723269904447,-18.701564073562622,-13.223762332164204
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,74,0.3781294384106182,0.39697159802266707,[ 8 16 27 43 53],-15.668433998063742,-20.80273151397705,-14.67962673755148
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,77,0.3932427621339215,0.4281234206940477,[ 8 16 27 43 53],-16.969378095571802,-21.53649091720581,-15.026637330128384
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,80,0.15985648571016814,0.47472364947816525,[ 8 16 27 43 53],-13.506834906029258,-14.32080626487732,-7.388398889427269
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,84,0.16009082479532366,0.42916134293088576,[ 8 16 27 43 53],-12.128872230807952,-13.271888494491577,-7.140247047829767
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,87,0.3656254452411312,0.2130183598531165,[ 8 16 27 43 53],-12.172463784155669,-16.196539402008057,-10.115411394457894
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,91,0.2301847906658745,0.325860420447912,[ 8 16 27 43 53],-15.25754379309208,-17.312796115875244,-10.845008713271657
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,95,0.22311328644686487,0.12414132058069027,[ 8 16 27 43 53],-13.500235258571225,-15.899796485900879,-10.385554037147532
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,99,0.2055471627562899,0.24954530708987174,[ 8 16 27 43 53],-14.425981908391268,-16.510818004608154,-9.359430572180196
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,103,0.24622955693676096,0.199848967746642,[ 8 16 27 43 53],-16.282914744497255,-19.632846117019653,-14.532359063791166
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,107,0.18657152232809354,0.23108325281937392,[ 8 16 27 43 53],-13.859510185866341,-13.253927230834961,-7.609727255231961
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,112,0.2526034117867976,0.14397641316743146,[ 8 16 27 43 53],-15.123416290997007,-15.824122428894043,-9.267297515102861
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,117,0.23407165988147602,0.1365755959466998,[ 8 16 27 43 53],-14.032163419263417,-16.78540349006653,-11.352418813067363
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,122,0.21044156513265921,0.16979302859719403,[ 8 16 27 43 53],-15.481128190814598,-17.697250843048096,-10.461058519383899
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,127,0.29006112706648596,0.1480030944978242,[ 8 16 27 43 53],-15.563787287301352,-16.509944200515747,-9.38128923702798
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,132,0.24892645067461047,0.10955444800377645,[ 8 16 27 43 53],-12.244505558580329,-13.564870357513428,-10.414743295185911
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,138,0.37206725294594334,0.11436573796607229,[ 8 16 27 43 53],-14.725966400500486,-20.21503210067749,-12.512363417453457
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,143,0.3419756178462361,0.23332586757730986,[ 8 16 27 43 53],-12.699853695775499,-18.08121919631958,-10.248855505709766
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,2,150,0.28484896009998545,0.11048143943614266,[ 8 16 27 43 53],-12.888078805187728,-17.123219966888428,-11.162623703687022
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,30,0.03723208329817965,0.7735015010275156,[11 21 28 35 49],-20.68486074061603,-21.24375820159912,-19.57735382544201
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,31,0.0769606734013538,0.6190310784251709,[11 21 28 35 49],-21.597599908786037,-22.325475215911865,-20.26310245876885
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,32,0.08281694184757403,0.5923772493118057,[11 21 28 35 49],-23.776292186393974,-24.57913875579834,-21.42998404927671
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,33,0.08196201230954923,0.6132317655308577,[11 21 28 35 49],-23.621684245842584,-23.906686305999756,-21.685651703219023
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,35,0.0775634967516678,0.6957590671019135,[11 21 28 35 49],-22.16831727453258,-23.127636909484863,-21.24132749299641
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,36,0.04106662647607937,0.8447706175633737,[11 21 28 35 49],-17.028961862129375,-18.312203884124756,-16.73201213407064
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,38,0.10769077021122586,0.64637259180986,[11 21 28 35 49],-19.965322057330233,-19.989910125732422,-18.572272970598156
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,40,0.10466634184424112,0.5219561883733409,[11 21 28 35 49],-18.363949640099943,-19.222582578659058,-17.407339251505004
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,41,0.1502878960293771,0.38060630724206473,[11 21 28 35 49],-17.29328393695424,-19.52553629875183,-16.64183356895458
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,43,0.12174826508439429,0.4477777231976082,[11 21 28 35 49],-16.957698445537776,-17.88802742958069,-15.088201402699381
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,45,0.173715681430282,0.4270085542660966,[11 21 28 35 49],-20.005193533473115,-20.015010833740234,-17.55855197404199
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,47,0.2731758081879879,0.2378545095964111,[11 21 28 35 49],-20.208043963970084,-19.00450348854065,-15.525605669080642
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,49,0.20540228386259385,0.2675962855951788,[11 21 28 35 49],-17.47467398387738,-16.251816749572754,-12.310675773559407
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,51,0.243474656178715,0.3169231529471626,[11 21 28 35 49],-16.16028544150317,-14.839305877685547,-11.17936448526882
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,53,0.25163715691874183,0.3789017998275856,[11 21 28 35 49],-16.043908523960983,-15.718139410018921,-12.190847335829922
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,55,0.2854358733273308,0.3214151927186704,[11 21 28 35 49],-16.358657771178013,-17.25729465484619,-13.058236006569592
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,58,0.388428531272795,0.2665590445051646,[11 21 28 35 49],-16.751616436193117,-17.838374376296997,-14.0004010743187
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,60,0.3675949693294356,0.2636458310061299,[11 21 28 35 49],-16.682745416989267,-17.20726728439331,-13.774419097127161
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,63,0.27728904491764544,0.5629857405783765,[11 21 28 35 49],-16.76311304570929,-16.752978563308716,-12.961705914320445
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,65,0.2366606870926923,0.4399017925057268,[11 21 28 35 49],-17.334510579479613,-17.800047397613525,-14.596147676589336
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,68,0.2684357768698219,0.3129563173256354,[11 21 28 35 49],-17.384850696682086,-18.871482610702515,-14.450715419083227
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,71,0.29389979575861125,0.17983733657667345,[11 21 28 35 49],-16.979723269904447,-17.34373927116394,-14.623582212806507
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,74,0.208176009665916,0.2683608833915659,[11 21 28 35 49],-15.668433998063742,-15.196338891983032,-10.545279180201884
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,77,0.25585627301588665,0.4436750516399392,[11 21 28 35 49],-16.969378095571802,-16.667051315307617,-11.461679061076396
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,80,0.31752687394461265,0.4880886547259068,[11 21 28 35 49],-13.506834906029258,-11.693085432052612,-7.947077671297244
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,84,0.15022441418508262,0.5002952765132158,[11 21 28 35 49],-12.128872230807952,-13.99298906326294,-8.825849365999897
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,87,0.2185131043057484,0.23599595202403859,[11 21 28 35 49],-12.172463784155669,-11.464401483535767,-7.015000361925681
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,91,0.19089345184876935,0.26727843995510364,[11 21 28 35 49],-15.25754379309208,-15.86246132850647,-13.575895185320038
0_d_4.159_6.459_26.862,0,4.159,6.459,26.862,5,3,95,0.16549689142756063,0.1859179610550758,[11 21 28 35 49],-13.500235258571225,-15.131669044494629,-10.997140683807242
